Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
602,61,Male,Handbag,Accessories,26,Mississippi,S,White,Fall,3.3,No,Free Shipping,No,Yes,46,Venmo,Weekly
603,64,Male,Shoes,Footwear,97,Montana,XL,Silver,Summer,2.8,Yes,Standard,No,Yes,7,Cash,Fortnightly
604,65,Male,Sunglasses,Accessories,83,Missouri,S,Olive,Summer,3.1,No,2-Day Ship,No,No,1,Cash,Bi-Weekly
605,65,Female,Sunglasses,Accessories,62,Montana,M,Green,Spring,4.9,Yes,Standard,Yes,No,17,PayPal,Monthly
606,60,Male,Shorts,Clothing,19,Massachusetts,L,Gray,Summer,2.8,No,Store Pickup,Yes,No,40,Credit Card,Monthly
607,30,Female,Sandals,Footwear,73,Delaware,XL,Pink,Winter,3.8,Yes,Standard,Yes,No,49,Credit Card,Weekly
608,41,Female,Sandals,Footwear,17,Mississippi,M,Silver,Fall,3.5,Yes,Standard,No,Yes,43,Venmo,Weekly
609,45,Male,Shirt,Clothing,37,Rhode Island,M,Black,Spring,3.1,No,Free Shipping,Yes,No,32,Cash,Bi-Weekly
610,22,Male,Shorts,Clothing,83,Rhode Island,XL,Violet,Fall,3.6,Yes,2-Day Ship,Yes,No,18,Bank Transfer,Weekly
611,60,Female,Sweater,Clothing,40,Missouri,S,Black,Fall,4.5,No,Free Shipping,Yes,No,42,Cash,Fortnightly
612,39,Male,Handbag,Accessories,27,New Hampshire,S,White,Spring,4.1,Yes,Standard,Yes,No,28,Bank Transfer,Fortnightly
613,57,Male,Blouse,Clothing,87,Maine,L,Gold,Winter,4.5,No,2-Day Ship,Yes,Yes,45,Venmo,Monthly
614,38,Female,Shoes,Footwear,31,Delaware,XL,Black,Fall,4.7,No,2-Day Ship,No,Yes,33,PayPal,Bi-Weekly
615,60,Female,Handbag,Accessories,56,Delaware,M,Turquoise,Summer,3.9,No,Standard,No,Yes,11,Debit Card,Weekly
616,25,Male,Jeans,Clothing,38,Missouri,M,Black,Fall,3.5,Yes,Next Day Air,Yes,No,9,Venmo,Fortnightly
617,64,Male,Sweater,Clothing,68,New Hampshire,S,Violet,Fall,2.9,Yes,Free Shipping,Yes,Yes,20,Bank Transfer,Fortnightly
618,37,Female,Shoes,Footwear,56,Louisiana,M,Violet,Winter,4.6,No,Standard,No,No,42,Credit Card,Bi-Weekly
619,50,Male,Skirt,Clothing,82,New Hampshire,L,Gray,Spring,3.5,No,2-Day Ship,Yes,No,42,PayPal,Weekly
620,37,Female,Sunglasses,Accessories,80,Delaware,XL,Silver,Fall,4.1,Yes,Standard,No,No,6,Bank Transfer,Fortnightly
621,60,Male,Jeans,Clothing,34,Mississippi,L,Gold,Summer,5.0,Yes,Free Shipping,Yes,No,25,Cash,Bi-Weekly
622,44,Female,Sandals,Footwear,85,Missouri,L,Violet,Winter,4.6,Yes,Next Day Air,Yes,Yes,0,Bank Transfer,Annually
623,38,Female,Shorts,Clothing,86,Delaware,XL,Maroon,Winter,2.8,No,2-Day Ship,Yes,Yes,5,Bank Transfer,Bi-Weekly
624,43,Female,Pants,Clothing,88,Arkansas,S,Gray,Winter,3.4,Yes,2-Day Ship,No,Yes,18,Bank Transfer,Annually
625,62,Female,Sweater,Clothing,51,Maine,XL,Pink,Spring,4.7,Yes,2-Day Ship,No,No,40,Debit Card,Weekly
626,36,Male,Skirt,Clothing,57,Louisiana,L,Charcoal,Winter,4.7,No,Next Day Air,No,No,10,Credit Card,Fortnightly
627,53,Male,Coat,Outerwear,27,Delaware,XL,Violet,Spring,4.0,No,Standard,Yes,No,46,Bank Transfer,Quarterly
628,26,Female,Shorts,Clothing,16,Wyoming,S,Black,Summer,2.6,No,Standard,Yes,Yes,12,Venmo,Bi-Weekly
629,30,Male,Sweater,Clothing,26,Arkansas,L,Teal,Spring,3.0,No,Standard,No,Yes,29,Credit Card,Bi-Weekly
630,44,Female,Pants,Clothing,31,Rhode Island,S,Gold,Spring,2.5,Yes,Express,No,Yes,32,Bank Transfer,Monthly
631,60,Male,Jeans,Clothing,69,Alabama,L,Pink,Winter,3.0,No,Standard,No,No,16,Cash,Weekly
632,42,Female,Skirt,Clothing,31,Arkansas,S,Turquoise,Fall,3.2,Yes,Standard,No,No,18,Credit Card,Bi-Weekly
633,61,Male,Coat,Outerwear,36,West Virginia,S,Pink,Fall,3.8,Yes,Next Day Air,No,Yes,11,Credit Card,Weekly
634,65,Male,Pants,Clothing,30,Massachusetts,XL,Green,Spring,2.8,Yes,Free Shipping,No,Yes,36,Cash,Monthly
635,29,Female,Skirt,Clothing,72,New York,M,Black,Fall,4.7,Yes,2-Day Ship,Yes,Yes,32,Debit Card,Annually
636,57,Female,Dress,Clothing,50,New Hampshire,S,Silver,Spring,3.9,No,Store Pickup,Yes,No,50,Bank Transfer,Annually
637,54,Male,Handbag,Accessories,91,New Hampshire,XL,Violet,Winter,3.6,Yes,Next Day Air,No,Yes,25,Cash,Bi-Weekly
638,37,Male,Pants,Clothing,11,Hawaii,S,Pink,Spring,2.7,Yes,Express,Yes,No,20,Bank Transfer,Bi-Weekly
639,43,Male,Sweater,Clothing,60,Hawaii,S,Black,Summer,3.8,No,Standard,No,No,36,Debit Card,Fortnightly
640,53,Male,Sweater,Clothing,76,Wyoming,S,Gold,Spring,3.3,No,Next Day Air,Yes,No,15,Venmo,Annually
641,18,Male,Shoes,Footwear,79,Missouri,S,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,42,Cash,Quarterly
642,37,Female,Skirt,Clothing,86,West Virginia,L,Violet,Spring,3.2,No,Store Pickup,Yes,Yes,18,PayPal,Quarterly
643,36,Male,Dress,Clothing,79,Mississippi,XL,Black,Winter,4.2,No,Standard,No,Yes,15,Cash,Quarterly
644,31,Female,Coat,Outerwear,59,Alabama,M,Olive,Spring,2.6,No,Free Shipping,No,Yes,39,Credit Card,Fortnightly
645,45,Female,Dress,Clothing,94,New York,XL,Gold,Fall,3.5,Yes,2-Day Ship,No,No,45,Debit Card,Bi-Weekly
646,68,Female,Shirt,Clothing,76,Montana,XL,Teal,Winter,4.5,No,Store Pickup,Yes,No,41,Debit Card,Fortnightly
647,55,Male,Dress,Clothing,40,Hawaii,S,Teal,Summer,4.7,No,Next Day Air,No,No,43,Venmo,Annually
648,56,Male,Blouse,Clothing,13,Rhode Island,M,Charcoal,Spring,4.4,No,Free Shipping,No,No,11,Cash,Quarterly
649,59,Female,Coat,Outerwear,85,Delaware,M,Turquoise,Summer,4.6,No,Express,Yes,Yes,43,Cash,Fortnightly
650,38,Male,Shoes,Footwear,44,Delaware,M,Green,Spring,3.9,Yes,Free Shipping,No,Yes,16,Credit Card,Fortnightly
651,47,Female,Dress,Clothing,51,Wyoming,L,Teal,Fall,2.9,No,Next Day Air,Yes,Yes,25,Cash,Bi-Weekly
652,46,Female,Pants,Clothing,98,Louisiana,L,Olive,Summer,2.8,Yes,2-Day Ship,No,No,23,Credit Card,Fortnightly
653,46,Male,Coat,Outerwear,76,West Virginia,XL,Green,Summer,2.5,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly
654,61,Male,Sneakers,Footwear,90,Rhode Island,S,Green,Winter,4.8,No,Express,Yes,Yes,33,Bank Transfer,Monthly
655,31,Male,Shoes,Footwear,40,West Virginia,S,Maroon,Summer,3.0,No,Standard,No,No,29,Credit Card,Monthly
656,50,Female,Pants,Clothing,51,Montana,S,White,Spring,3.4,Yes,Next Day Air,No,Yes,15,Venmo,Quarterly
657,48,Male,Pants,Clothing,50,Maine,S,Gold,Summer,4.9,Yes,Store Pickup,Yes,No,49,Credit Card,Weekly
658,68,Female,Sunglasses,Accessories,55,Wyoming,XL,Pink,Winter,4.2,No,2-Day Ship,Yes,Yes,48,Venmo,Weekly
659,68,Female,Sneakers,Footwear,56,Oregon,M,Green,Summer,3.5,Yes,Free Shipping,No,No,3,PayPal,Annually
660,65,Female,Handbag,Accessories,63,New York,XL,Charcoal,Summer,4.7,Yes,Next Day Air,No,No,47,Bank Transfer,Monthly
661,28,Male,Handbag,Accessories,90,Arkansas,XL,Silver,Summer,4.5,No,Express,Yes,No,39,Credit Card,Weekly
662,60,Female,Sunglasses,Accessories,98,New Hampshire,L,Gray,Spring,4.8,Yes,Standard,Yes,Yes,19,PayPal,Fortnightly
663,23,Male,Sandals,Footwear,85,Louisiana,S,White,Spring,4.1,Yes,Free Shipping,No,Yes,13,Credit Card,Monthly
664,36,Male,Shirt,Clothing,71,Maine,M,Violet,Fall,3.9,Yes,Store Pickup,Yes,No,19,PayPal,Annually
665,50,Male,Handbag,Accessories,88,Delaware,XL,Gold,Fall,2.9,Yes,Next Day Air,No,No,46,PayPal,Fortnightly
666,60,Male,Shorts,Clothing,29,Kentucky,M,Silver,Spring,4.8,No,Express,Yes,Yes,11,Bank Transfer,Annually
667,58,Female,Sunglasses,Accessories,23,Oregon,M,Green,Winter,2.8,Yes,Store Pickup,Yes,No,39,Credit Card,Weekly
668,57,Female,Shorts,Clothing,11,Massachusetts,M,Pink,Summer,3.7,Yes,Store Pickup,No,No,1,Cash,Bi-Weekly
669,39,Male,Sunglasses,Accessories,70,Delaware,S,Violet,Fall,2.9,Yes,Free Shipping,No,No,20,PayPal,Fortnightly
670,23,Female,Shirt,Clothing,81,West Virginia,XL,Turquoise,Fall,2.9,Yes,Free Shipping,Yes,Yes,32,Bank Transfer,Fortnightly
671,70,Male,Coat,Outerwear,58,Louisiana,S,Pink,Winter,3.9,Yes,Store Pickup,No,Yes,41,Venmo,Bi-Weekly
672,66,Male,Sweater,Clothing,68,Montana,M,Purple,Spring,4.8,Yes,Standard,No,Yes,11,Debit Card,Annually
673,33,Female,Shoes,Footwear,88,Montana,XL,Turquoise,Winter,4.3,No,Store Pickup,Yes,No,15,Cash,Annually
674,61,Female,Jeans,Clothing,40,Wyoming,L,Violet,Summer,4.3,Yes,2-Day Ship,Yes,No,35,PayPal,Monthly
675,37,Female,Shorts,Clothing,25,Alabama,XL,Teal,Fall,3.0,No,Free Shipping,Yes,Yes,36,PayPal,Monthly
676,32,Female,Pants,Clothing,42,Alabama,S,Turquoise,Fall,4.0,No,Standard,Yes,Yes,28,Credit Card,Bi-Weekly
677,69,Male,Blouse,Clothing,52,Louisiana,XL,Black,Fall,4.3,Yes,Next Day Air,No,Yes,37,Cash,Annually
678,30,Female,Sandals,Footwear,26,Oregon,S,Black,Winter,2.8,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly
679,27,Male,Sneakers,Footwear,80,Alabama,XL,Olive,Fall,3.4,Yes,Store Pickup,No,No,11,Debit Card,Fortnightly
680,19,Male,Handbag,Accessories,60,Maine,S,White,Winter,3.2,No,Express,No,Yes,36,Cash,Monthly
681,20,Female,Sweater,Clothing,68,Massachusetts,L,Green,Spring,4.9,Yes,Standard,Yes,Yes,49,Bank Transfer,Annually
682,33,Female,Skirt,Clothing,54,Kentucky,S,Charcoal,Spring,3.7,Yes,Standard,Yes,Yes,36,Venmo,Quarterly
683,48,Male,Sweater,Clothing,36,Alabama,S,Gold,Winter,2.9,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly
684,57,Male,Sweater,Clothing,97,New York,XL,Purple,Spring,2.6,Yes,Standard,Yes,No,25,Credit Card,Bi-Weekly
685,67,Male,Jeans,Clothing,15,Rhode Island,S,Purple,Spring,4.3,No,Express,Yes,Yes,2,PayPal,Annually
686,22,Female,Sandals,Footwear,65,Delaware,L,White,Winter,4.2,No,Store Pickup,No,Yes,9,PayPal,Bi-Weekly
687,47,Female,Sweater,Clothing,21,Missouri,S,Black,Fall,4.1,Yes,Free Shipping,Yes,No,8,Debit Card,Annually
688,44,Male,Sneakers,Footwear,58,Oregon,S,Green,Spring,4.3,No,Free Shipping,No,Yes,47,Bank Transfer,Fortnightly
689,58,Female,Blouse,Clothing,37,Hawaii,M,Black,Fall,4.6,Yes,Express,No,Yes,9,PayPal,Bi-Weekly
690,54,Female,Shorts,Clothing,55,Arkansas,L,Pink,Summer,4.4,Yes,Express,Yes,No,4,Bank Transfer,Bi-Weekly
691,30,Female,Blouse,Clothing,28,Alabama,S,Pink,Winter,3.4,Yes,Next Day Air,Yes,No,17,Credit Card,Bi-Weekly
692,63,Male,Shoes,Footwear,89,Maine,XL,Teal,Winter,3.6,Yes,Next Day Air,Yes,Yes,8,PayPal,Annually
693,62,Female,Dress,Clothing,23,Arkansas,L,Charcoal,Spring,4.6,Yes,Express,No,Yes,15,Credit Card,Weekly
694,42,Female,Blouse,Clothing,88,Hawaii,XL,Purple,Fall,3.4,No,2-Day Ship,Yes,No,28,Cash,Fortnightly
695,49,Female,Sunglasses,Accessories,54,Hawaii,L,Pink,Spring,4.9,No,Next Day Air,Yes,Yes,16,Venmo,Quarterly
696,43,Male,Blouse,Clothing,24,Maine,S,Black,Winter,4.5,Yes,Standard,Yes,Yes,47,Venmo,Annually
697,33,Female,Sandals,Footwear,22,New York,XL,Charcoal,Winter,3.7,No,2-Day Ship,Yes,Yes,33,Credit Card,Fortnightly
698,27,Male,Dress,Clothing,56,New York,S,Turquoise,Winter,4.7,Yes,Free Shipping,Yes,No,5,Debit Card,Annually
699,59,Female,Blouse,Clothing,62,New York,S,White,Winter,3.7,Yes,Free Shipping,Yes,Yes,18,PayPal,Annually
700,62,Male,Sneakers,Footwear,72,Missouri,M,Black,Fall,2.9,Yes,Standard,Yes,No,11,PayPal,Annually
701,18,Male,Pants,Clothing,77,Hawaii,XL,Pink,Fall,4.0,No,Standard,Yes,Yes,35,Credit Card,Monthly
702,66,Male,Sandals,Footwear,95,Montana,XL,Turquoise,Fall,4.8,No,Next Day Air,No,Yes,5,PayPal,Annually
703,67,Male,Sweater,Clothing,77,Louisiana,M,Teal,Fall,2.5,Yes,Free Shipping,No,No,27,Credit Card,Monthly
704,24,Male,Shirt,Clothing,90,Kentucky,S,Black,Winter,2.6,No,Store Pickup,No,Yes,16,Credit Card,Weekly
705,67,Male,Skirt,Clothing,93,West Virginia,M,Olive,Winter,4.6,No,2-Day Ship,Yes,No,15,Bank Transfer,Fortnightly
706,45,Male,Sweater,Clothing,50,Wyoming,S,Charcoal,Winter,4.5,No,Store Pickup,No,No,50,Cash,Annually
707,32,Female,Coat,Outerwear,91,Louisiana,S,White,Fall,4.0,Yes,Next Day Air,No,No,6,Venmo,Quarterly
708,29,Male,Sweater,Clothing,29,Montana,XL,Charcoal,Winter,3.7,No,Express,Yes,Yes,48,PayPal,Quarterly
709,69,Male,Jeans,Clothing,36,Mississippi,L,Gold,Winter,5.0,No,Standard,Yes,No,10,Venmo,Fortnightly
710,62,Female,Jeans,Clothing,13,Montana,XL,Gray,Fall,4.5,Yes,Standard,Yes,No,3,Debit Card,Fortnightly
711,51,Male,Dress,Clothing,94,Kentucky,L,Maroon,Winter,3.1,No,Express,Yes,Yes,28,Credit Card,Fortnightly
712,47,Male,Pants,Clothing,78,Mississippi,L,Violet,Winter,4.5,Yes,2-Day Ship,No,No,19,Cash,Bi-Weekly
713,21,Male,Jeans,Clothing,25,New York,L,Olive,Spring,3.9,No,2-Day Ship,No,No,0,Cash,Bi-Weekly
714,53,Female,Blouse,Clothing,13,West Virginia,S,Pink,Fall,3.3,Yes,Express,Yes,No,36,Credit Card,Monthly
715,33,Female,Shoes,Footwear,61,Massachusetts,S,Turquoise,Fall,4.2,No,Express,No,Yes,29,Bank Transfer,Quarterly
716,25,Male,Shoes,Footwear,95,Alabama,S,Charcoal,Winter,4.0,Yes,Store Pickup,Yes,No,50,Credit Card,Annually
717,47,Male,Shorts,Clothing,24,Hawaii,XL,Gray,Fall,4.7,Yes,Express,No,No,43,Bank Transfer,Annually
718,26,Male,Handbag,Accessories,38,Arkansas,XL,Silver,Winter,4.4,No,2-Day Ship,No,Yes,18,Bank Transfer,Weekly
719,69,Male,Shoes,Footwear,63,Missouri,XL,Pink,Spring,4.3,No,Standard,No,No,32,PayPal,Bi-Weekly
720,47,Male,Sweater,Clothing,66,Kentucky,M,Olive,Summer,2.8,Yes,Express,No,Yes,40,Venmo,Monthly
721,60,Female,Handbag,Accessories,79,Oregon,S,Olive,Spring,3.2,No,2-Day Ship,Yes,Yes,27,Debit Card,Monthly
722,51,Male,Shorts,Clothing,71,Oregon,XL,Gold,Winter,3.6,Yes,Standard,No,Yes,13,Credit Card,Annually
723,53,Male,Sunglasses,Accessories,41,Hawaii,M,Green,Spring,4.3,Yes,Express,Yes,No,46,Venmo,Weekly
724,56,Female,Shirt,Clothing,33,Louisiana,S,Charcoal,Summer,3.9,Yes,Next Day Air,No,Yes,10,PayPal,Monthly
725,38,Female,Sunglasses,Accessories,48,Alabama,M,Charcoal,Winter,4.0,No,Free Shipping,Yes,Yes,44,PayPal,Monthly
726,66,Female,Blouse,Clothing,82,New Hampshire,XL,Green,Winter,3.7,No,Store Pickup,Yes,Yes,44,PayPal,Annually
727,46,Female,Handbag,Accessories,83,Maine,S,Green,Fall,3.7,Yes,Standard,No,Yes,28,PayPal,Quarterly
728,57,Female,Handbag,Accessories,23,Louisiana,L,Gold,Spring,4.8,No,Free Shipping,No,Yes,44,Cash,Quarterly
729,70,Female,Skirt,Clothing,89,New York,L,Olive,Fall,3.9,Yes,Free Shipping,No,No,20,Bank Transfer,Weekly
730,64,Female,Sweater,Clothing,25,Oregon,M,Gray,Fall,5.0,Yes,Store Pickup,No,Yes,22,Credit Card,Weekly
731,50,Male,Coat,Outerwear,20,New Hampshire,S,White,Fall,3.0,No,Express,No,Yes,6,Cash,Annually
732,45,Female,Sneakers,Footwear,51,Hawaii,S,Pink,Fall,2.5,Yes,2-Day Ship,No,Yes,19,Cash,Annually
733,53,Male,Sneakers,Footwear,32,Maine,L,Pink,Fall,4.2,No,Store Pickup,No,No,31,Venmo,Weekly
734,46,Male,Shirt,Clothing,65,West Virginia,M,Gray,Summer,3.3,No,Next Day Air,No,No,34,Credit Card,Annually
735,28,Male,Coat,Outerwear,49,Arkansas,M,White,Winter,3.6,Yes,Free Shipping,No,No,24,Debit Card,Fortnightly
736,65,Male,Jeans,Clothing,63,Arkansas,L,Gray,Winter,3.5,No,2-Day Ship,No,Yes,3,Credit Card,Fortnightly
737,48,Male,Dress,Clothing,64,Wyoming,M,Maroon,Spring,2.9,Yes,Next Day Air,No,No,44,Bank Transfer,Quarterly
738,46,Female,Sneakers,Footwear,61,Oregon,L,Gold,Winter,3.5,Yes,Standard,Yes,No,45,Credit Card,Weekly
739,34,Male,Shirt,Clothing,74,West Virginia,XL,Gray,Winter,4.4,Yes,Standard,No,No,30,Bank Transfer,Quarterly
740,66,Female,Handbag,Accessories,26,Montana,S,Turquoise,Summer,3.6,Yes,Free Shipping,No,Yes,45,Venmo,Monthly
741,33,Female,Pants,Clothing,31,New Hampshire,S,Turquoise,Winter,4.8,Yes,Express,No,Yes,47,Venmo,Monthly
742,58,Male,Sandals,Footwear,65,Hawaii,XL,Green,Winter,3.7,No,Store Pickup,Yes,No,16,Cash,Bi-Weekly
743,35,Female,Sneakers,Footwear,26,Rhode Island,M,Olive,Summer,4.7,No,Free Shipping,Yes,Yes,43,Venmo,Monthly
744,67,Female,Sneakers,Footwear,93,Hawaii,L,Violet,Fall,3.3,Yes,Express,Yes,Yes,8,Debit Card,Bi-Weekly
745,67,Female,Skirt,Clothing,67,Missouri,XL,Violet,Winter,3.6,No,Express,Yes,No,41,Bank Transfer,Fortnightly
746,51,Female,Skirt,Clothing,31,Alabama,M,Gray,Spring,4.7,No,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
747,49,Male,Blouse,Clothing,93,Maine,S,Gold,Fall,4.9,Yes,Free Shipping,No,Yes,2,Venmo,Annually
748,58,Female,Sunglasses,Accessories,39,Arkansas,M,Charcoal,Spring,3.3,Yes,Free Shipping,Yes,Yes,44,Bank Transfer,Fortnightly
749,33,Male,Sweater,Clothing,75,Massachusetts,XL,Purple,Fall,3.8,Yes,Next Day Air,No,Yes,17,PayPal,Monthly
750,35,Male,Dress,Clothing,56,West Virginia,L,Pink,Winter,4.6,Yes,2-Day Ship,No,Yes,30,Cash,Annually
751,46,Male,Sandals,Footwear,67,Rhode Island,S,Violet,Summer,3.1,Yes,Express,No,No,34,Bank Transfer,Quarterly
752,22,Female,Sunglasses,Accessories,89,New Hampshire,M,Black,Winter,3.3,No,Next Day Air,Yes,No,6,PayPal,Quarterly
753,63,Female,Dress,Clothing,27,West Virginia,XL,White,Winter,4.5,No,Store Pickup,No,Yes,17,Debit Card,Bi-Weekly
754,36,Male,Pants,Clothing,81,Louisiana,XL,Turquoise,Spring,3.1,Yes,Express,Yes,No,1,Venmo,Bi-Weekly
755,33,Female,Shoes,Footwear,36,Wyoming,S,Teal,Spring,2.9,Yes,Standard,Yes,Yes,11,Debit Card,Bi-Weekly
756,35,Female,Blouse,Clothing,12,Massachusetts,XL,Purple,Fall,3.4,Yes,Standard,No,No,7,Credit Card,Annually
757,39,Male,Sweater,Clothing,47,Montana,L,Pink,Winter,3.2,Yes,2-Day Ship,No,No,41,Debit Card,Fortnightly
758,38,Male,Sweater,Clothing,85,Mississippi,S,Black,Fall,3.2,Yes,Express,No,No,26,Cash,Monthly
759,52,Male,Pants,Clothing,96,Rhode Island,S,Gray,Spring,4.3,Yes,Next Day Air,No,Yes,0,PayPal,Monthly
760,23,Male,Shirt,Clothing,85,Delaware,XL,Green,Winter,3.3,Yes,Next Day Air,No,No,27,PayPal,Weekly
761,26,Male,Sweater,Clothing,11,Delaware,L,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,No,34,PayPal,Weekly
762,27,Female,Shorts,Clothing,88,West Virginia,XL,Gray,Winter,3.4,Yes,Next Day Air,No,Yes,18,Cash,Bi-Weekly
763,32,Male,Shorts,Clothing,78,Delaware,M,Pink,Fall,4.5,Yes,2-Day Ship,No,Yes,30,Cash,Fortnightly
764,42,Female,Dress,Clothing,92,Alabama,S,Silver,Winter,3.4,No,Express,No,No,4,Cash,Quarterly
765,62,Male,Shorts,Clothing,12,Louisiana,M,Gray,Winter,2.8,No,Next Day Air,Yes,No,0,PayPal,Weekly
766,27,Female,Handbag,Accessories,10,Hawaii,M,Maroon,Fall,3.4,No,Standard,No,No,29,PayPal,Fortnightly
767,63,Male,Sweater,Clothing,95,Oregon,XL,Charcoal,Fall,4.0,Yes,Standard,Yes,No,5,Cash,Fortnightly
768,31,Female,Shoes,Footwear,61,Oregon,XL,Charcoal,Spring,2.9,No,Free Shipping,Yes,No,3,Bank Transfer,Monthly
769,22,Male,Skirt,Clothing,56,West Virginia,M,Maroon,Summer,4.2,No,Next Day Air,Yes,No,27,Cash,Bi-Weekly
770,44,Male,Blouse,Clothing,83,Oregon,M,Green,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Bank Transfer,Quarterly
771,44,Male,Sandals,Footwear,100,Arkansas,XL,Charcoal,Winter,3.6,Yes,Express,No,No,11,Cash,Bi-Weekly
772,39,Male,Handbag,Accessories,88,Arkansas,L,Gray,Winter,2.7,Yes,Express,No,No,15,Credit Card,Bi-Weekly
773,52,Female,Shorts,Clothing,19,Delaware,L,Gray,Fall,2.7,No,2-Day Ship,Yes,Yes,7,Cash,Monthly
774,47,Male,Blouse,Clothing,88,Wyoming,XL,Black,Winter,5.0,Yes,Free Shipping,Yes,No,5,Bank Transfer,Weekly
775,44,Male,Skirt,Clothing,56,Louisiana,XL,Gray,Spring,3.0,Yes,Next Day Air,Yes,No,37,PayPal,Fortnightly
776,21,Male,Blouse,Clothing,10,Alabama,L,Teal,Winter,4.7,No,2-Day Ship,No,No,14,Bank Transfer,Bi-Weekly
777,31,Male,Sunglasses,Accessories,82,Mississippi,XL,Pink,Spring,4.7,No,Free Shipping,Yes,No,17,Venmo,Weekly
778,44,Female,Shorts,Clothing,21,Mississippi,M,Purple,Spring,4.5,Yes,Express,Yes,Yes,16,PayPal,Weekly
779,42,Male,Jeans,Clothing,55,Delaware,M,Violet,Spring,2.7,No,Express,No,No,16,Cash,Bi-Weekly
780,67,Female,Shirt,Clothing,29,New Hampshire,S,Pink,Summer,4.9,No,Standard,No,No,12,Cash,Annually
781,55,Male,Sandals,Footwear,42,Missouri,M,Olive,Summer,4.9,No,Express,No,No,25,Debit Card,Annually
782,62,Female,Blouse,Clothing,52,Arkansas,S,Purple,Fall,4.8,Yes,Next Day Air,No,No,39,PayPal,Monthly
783,19,Male,Sweater,Clothing,56,Delaware,M,White,Spring,4.3,Yes,2-Day Ship,Yes,No,49,PayPal,Weekly
784,66,Male,Blouse,Clothing,73,Missouri,S,Violet,Winter,4.7,Yes,Standard,Yes,No,49,Cash,Quarterly
785,54,Female,Sweater,Clothing,86,Kentucky,M,Silver,Summer,4.3,No,Store Pickup,No,Yes,43,Bank Transfer,Bi-Weekly
786,42,Female,Jeans,Clothing,91,Kentucky,XL,Teal,Summer,4.8,No,Free Shipping,Yes,Yes,0,Credit Card,Fortnightly
787,48,Female,Jeans,Clothing,33,New York,L,Black,Summer,4.7,Yes,Standard,Yes,No,48,Bank Transfer,Weekly
788,18,Male,Sweater,Clothing,50,Rhode Island,L,White,Spring,4.8,No,Store Pickup,No,No,40,Cash,Monthly
789,40,Male,Blouse,Clothing,66,Missouri,S,Green,Fall,2.7,No,Store Pickup,Yes,Yes,29,Cash,Annually
790,37,Male,Blouse,Clothing,55,Hawaii,S,White,Winter,2.6,No,Free Shipping,Yes,No,49,Bank Transfer,Weekly
791,66,Female,Sandals,Footwear,98,Rhode Island,S,Charcoal,Summer,2.8,Yes,Express,No,Yes,32,Cash,Fortnightly
792,42,Male,Sunglasses,Accessories,46,Massachusetts,S,Olive,Summer,4.1,Yes,Express,No,Yes,34,PayPal,Monthly
793,44,Male,Sunglasses,Accessories,41,Hawaii,L,Turquoise,Winter,3.4,Yes,Standard,Yes,No,31,Cash,Annually
794,52,Female,Blouse,Clothing,92,Kentucky,XL,Gold,Fall,4.9,Yes,Standard,No,No,30,PayPal,Weekly
795,65,Female,Sunglasses,Accessories,99,Louisiana,XL,Olive,Summer,4.2,Yes,Store Pickup,Yes,Yes,36,PayPal,Monthly
796,65,Female,Shoes,Footwear,99,Hawaii,M,Gray,Winter,3.5,No,Next Day Air,Yes,No,20,Credit Card,Bi-Weekly
797,52,Female,Jeans,Clothing,91,Hawaii,S,Maroon,Fall,3.0,No,Free Shipping,No,Yes,25,Debit Card,Monthly
798,69,Female,Sweater,Clothing,68,West Virginia,M,Gold,Winter,4.1,Yes,Express,Yes,No,21,Credit Card,Weekly
799,56,Male,Blouse,Clothing,14,Maine,XL,Green,Winter,3.4,Yes,Store Pickup,No,No,15,Credit Card,Bi-Weekly
800,32,Female,Sweater,Clothing,21,Delaware,XL,Purple,Spring,4.5,Yes,Free Shipping,No,No,21,Cash,Annually
801,49,Female,Sunglasses,Accessories,79,New York,L,Green,Spring,2.7,No,Free Shipping,Yes,No,2,Debit Card,Bi-Weekly
802,32,Female,Shorts,Clothing,95,Wyoming,S,Teal,Spring,3.6,No,2-Day Ship,Yes,Yes,16,Venmo,Quarterly
803,35,Male,Blouse,Clothing,98,Oregon,S,Purple,Winter,2.7,No,Express,Yes,Yes,11,Debit Card,Quarterly
804,45,Male,Skirt,Clothing,31,Rhode Island,M,Maroon,Summer,4.8,Yes,2-Day Ship,No,Yes,43,PayPal,Annually
805,49,Female,Sweater,Clothing,65,Rhode Island,S,Olive,Fall,3.0,No,Free Shipping,Yes,No,36,Bank Transfer,Quarterly
806,19,Male,Skirt,Clothing,70,Wyoming,S,Pink,Winter,4.3,No,Express,No,Yes,4,Cash,Quarterly
